customer,invoice_date,qty_shipped,item,description,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp,item_price_rank,target
4BERSH,2015-08-31,2.0,KE21S,SETCOM HALF HELMET KIT,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,351,0
4BERSH,2015-08-28,1.0,SV888U,CODE 3 SUPERVISOR UNIV,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,162,0
4BERSH,2015-08-07,1.0,CITEXI-RB,CODE 3 CITADEL REAR SPLR LED,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,98,0
4BERSH,2015-06-30,1.0,AAEZ23FSUV,AMERICAN ALUM 2/3 1/3 EZ RIDER,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,35,0
4BERSH,2015-06-19,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,77,0
4BERSH,2015-05-29,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,77,0
4BERSH,2015-05-22,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,77,0
4BERSH,2015-05-15,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,77,0
4BERSH,2015-05-08,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,77,0
4BERSH,2015-03-27,1.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,203,0
4BERSH,2015-01-23,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.29100000000000004,623,0
4BERPD,2017-03-17,3.0,AAH03KEF8AA7,CP185  RADIO  VHF  16CH 5W,Government Services,Tom Gillespie,1712.43,4/10/2013,Berrien,510290.0,0.29100000000000004,345,0
4BERFD,2020-02-14,20.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,3827.5,7/27/2007,Berrien,510290.0,0.29100000000000004,149,0
4BERFD,2020-01-31,20.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,3827.5,7/27/2007,Berrien,510290.0,0.29100000000000004,149,0
4BENTF,2020-02-14,16.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,2672.0,7/27/2007,Berrien,510290.0,0.29100000000000004,149,0
4BENTF,2020-01-31,16.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,2672.0,7/27/2007,Berrien,510290.0,0.29100000000000004,149,0
4BENPD,2016-08-19,2.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,Law Enforcement,Tom Gillespie,13721.5,3/23/2001,Berrien,510290.0,0.29100000000000004,163,0
4BARPD,2020-08-31,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.29100000000000004,47,0
4BARPD,2019-02-26,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.29100000000000004,47,0
4BARPD,2017-03-31,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.29100000000000004,47,0
4BARPD,2016-06-10,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.29100000000000004,47,0
4BARFD,2020-02-14,26.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,4883.81,11/01/1999,Berrien,510290.0,0.29100000000000004,149,0
4BARFD,2020-01-31,26.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Tom Gillespie,4883.81,11/01/1999,Berrien,510290.0,0.29100000000000004,149,0
3PLAMA,2017-05-31,2.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,Agriculture,Jessica Spindler,1745.0,1/24/2005,Leelanau,47091.0,0.015,264,0
3GRTWF,2019-01-31,1.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Pat McBride,3351.34,11/01/1999,Oceana,52020.0,0.359,149,0
3GRTWF,2018-09-07,3.0,G1VHFBLK,UNICATION G1 148-164 BLK,Fire & EMS,Pat McBride,3351.34,11/01/1999,Oceana,52020.0,0.359,286,0
3GRTWF,2018-05-25,2.0,G1VHFBLK,UNICATION G1 148-164 BLK,Fire & EMS,Pat McBride,3351.34,11/01/1999,Oceana,52020.0,0.359,286,0
3GRANF,2019-03-22,3.0,AAH56JDN9WA1AN,MOTO XPR 7550E 136-174 5W,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,88,0
3GRANF,2019-02-22,2.0,AAH56JDN9WA1AN,MOTO XPR 7550E 136-174 5W,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,88,0
3GRANF,2018-09-25,2.0,AAH56JDN9WA1AN,MOTO XPR 7550E 136-174 5W,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,88,0
3GRANF,2017-01-27,4.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,245,0
3GRANF,2015-12-11,3.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,245,0
3GRANF,2015-09-04,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,245,0
3GRANF,2015-06-19,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,245,0
3GRANF,2015-02-13,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,24890.16,11/01/1999,Newaygo,94629.0,0.16699999999999998,245,0
3CROFD,2018-06-27,25.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,Fire & EMS,Keith Johnson,27300.15,11/01/1999,Ottawa,825673.0,0.309,149,0
1ZFSIT,2020-08-21,8.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,82,0
1ZFSIT,2020-06-05,2.0,PMLN6853,MOTO BTH HVY DUTY HEADSET,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,289,0
1ZFSIT,2020-03-21,6.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,82,0
1ZFSIT,2020-02-19,6.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,82,0
1ZFSIT,2019-09-26,12.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,87,0
1ZFSIT,2019-06-27,12.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,51213.65,12/14/2018,Ottawa,825673.0,0.309,82,0
1ZFSCR,2020-09-25,10.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,375.0,5/10/2018,Ottawa,825673.0,0.309,82,0
1ZFSCR,2020-07-20,6.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,Agriculture,Kelly Hoek,375.0,5/10/2018,Ottawa,825673.0,0.309,82,0
1ZEETF,2017-02-16,5.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,10142.74,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEPD,2018-09-07,1.0,1409320100,CALAMP FUSION LTE ROUTER,Law Enforcement,Keith Johnson,54615.8,11/01/1999,Ottawa,825673.0,0.309,52,0
1ZEEFS,2020-02-19,7.0,PMNN4489,MOTO BATT IMPRES LIION,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,423,0
1ZEEFS,2019-09-20,6.0,PMNN4489,MOTO BATT IMPRES LIION,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,423,0
1ZEEFS,2019-05-24,10.0,AAH56RDC9WA1AN,MOTO XPR 7350E 403-512 4W NKP,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,85,0
1ZEEFS,2019-03-08,6.0,PMNN4489,MOTO BATT IMPRES LIION,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,423,0
1ZEEFS,2017-12-29,10.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,87,0
1ZEEFS,2017-03-17,10.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,100,0
1ZEEFS,2016-02-29,10.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,115,0
1ZEEFS,2015-08-07,10.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,112,0
1ZEEFS,2015-06-26,2.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309,112,0
1ZEEFD,2020-07-31,3.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEFD,2020-05-22,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEFD,2019-07-12,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEFD,2019-05-30,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEFD,2017-02-16,6.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,245,0
1ZEEFD,2015-12-11,6.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,223,0
1ZEEFD,2015-08-31,1.0,T3000,MOTO MTR3000 BASE RADIO,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,11,0
1ZEEFD,2015-06-05,10.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,223,0
1ZEEFD,2015-04-14,3.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,Fire & EMS,Keith Johnson,37839.27,11/01/1999,Ottawa,825673.0,0.309,223,0
1ZEEBP,2020-09-30,1.0,AAM28JQN9RA1AN,MOTO XPR 5550E 136-174 25-45W,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,101,0
1ZEEBP,2020-04-24,1.0,RLN6551B,MOTO WIRELESS RSM - LONG RANGE,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,213,0
1ZEEBP,2019-07-31,2.0,AAH56JDN9RA1AN,MOTO XPR 7550e FKP GPS BT WiFi,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,80,0
1ZEEBP,2019-06-28,10.0,AAH56JDN9RA1AN,MOTO XPR 7550e FKP GPS BT WiFi,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,80,0
1ZEEBP,2019-05-17,1.0,AAM28JQN9RA1AN,MOTO XPR 5550E 136-174 25-45W,Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,101,0
1ZEEBP,2018-04-06,1.0,AAM01JQH9JA1AN,"MOTO CM300D, 136-174 45W 99CH",Utilities,Keith Johnson,17812.11,11/01/1999,Ottawa,825673.0,0.309,198,0
1ZEEAO,2019-09-13,3.0,AAM28JQN9WA1AN,MOTO XPR 5550E 136-174M 25-45W,Government Services,Keith Johnson,6404.04,11/01/1999,Ottawa,825673.0,0.309,122,0
1YOULP,2019-06-14,1.0,AC146U502-MOT-NA,MOTO EVX-S24-G6-3 UHF 403-470,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,343,0
1YOULP,2019-05-24,1.0,AC146U502-MOT-NA,MOTO EVX-S24-G6-3 UHF 403-470,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,343,0
1YOULP,2018-09-07,1.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,218,0
1YOULP,2018-05-04,3.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,218,0
1YOULP,2018-03-16,8.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,218,0
1YOULP,2018-02-23,1.0,AAM01QNC9JA1AN,MOTO CM200D 403-470 25W 16CH,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,207,0
1YOULP,2017-08-31,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Hospitality,Jessica Spindler,15994.39,9/29/2008,Missaukee,39321.0,0.237,21,0
1YATDI,2020-03-24,7.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,Transportation,Pat McBride,29883.05,11/01/1999,Lake,20425.0,0.313,102,0
1YATDI,2020-01-24,3.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,Transportation,Pat McBride,29883.05,11/01/1999,Lake,20425.0,0.313,102,0
1YATDI,2019-12-31,3.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,Transportation,Pat McBride,29883.05,11/01/1999,Lake,20425.0,0.313,102,0
1YATDI,2019-10-31,1.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,Transportation,Pat McBride,29883.05,11/01/1999,Lake,20425.0,0.313,102,0
1YATDI,2019-03-29,1.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,Transportation,Pat McBride,29883.05,11/01/1999,Lake,20425.0,0.313,102,0
1WYOPD,2019-03-08,4.0,NTN9858,MOTO BATTERY PACK NI-MH IMPRES,Law Enforcement,Skip Petrovich,20210.41,11/01/1999,Kent,1601574.0,0.42100000000000004,535,0
1WYOPD,2015-05-08,8.0,NTN9858,BATTERY PACK NI-MH IMPRES,Law Enforcement,Skip Petrovich,20210.41,11/01/1999,Kent,1601574.0,0.42100000000000004,543,0
1WYOPD,2015-02-06,12.0,NTN9858,BATTERY PACK NI-MH IMPRES,Law Enforcement,Skip Petrovich,20210.41,11/01/1999,Kent,1601574.0,0.42100000000000004,543,0
1WOOMA,2019-09-26,4.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,Hospitality,Skip Petrovich,6261.24,11/01/1999,Kent,1601574.0,0.42100000000000004,520,0
1WOOMA,2018-09-11,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Hospitality,Skip Petrovich,6261.24,11/01/1999,Kent,1601574.0,0.42100000000000004,21,0
1WMSPC,2017-10-20,6.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,Services & Training,Skip Petrovich,5391.28,10/05/2017,Kent,1601574.0,0.42100000000000004,85,0
1WMISP,2019-10-30,6.0,PMMN4024,MOTO REMOTE SPEAKER MIC,Hospitality,Skip Petrovich,1660.92,9/25/2019,Kent,1601574.0,0.42100000000000004,572,0
1WINML,2018-09-28,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Construction,Skip Petrovich,17623.17,11/02/2017,Allegan,318656.0,0.149,21,0
1WINML,2018-08-31,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Construction,Skip Petrovich,17623.17,11/02/2017,Allegan,318656.0,0.149,21,0
1WINML,2017-12-22,1.0,0112004U04,COAX CABLE W/CONNECTORS  2',Construction,Skip Petrovich,17623.17,11/02/2017,Allegan,318656.0,0.149,563,0
1WINML,2017-12-15,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Construction,Skip Petrovich,17623.17,11/02/2017,Allegan,318656.0,0.149,21,0
1WEXCO,2018-03-16,2.0,C000065L007A,CAMBIUM PTP650 LPU GRNDING KIT,Government Services,Jessica Spindler,25776.78,11/01/1999,Wexford,67091.0,0.114,257,0
1WETEC,2020-05-29,2.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309,387,0
1WETEC,2018-11-13,2.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309,387,0
1WETEC,2017-01-27,2.0,AAH84KDS8AA1,BPR40 VHF 8CH,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309,391,0
1WETEC,2016-03-11,2.0,AAH84KDS8AA1,BPR40 VHF 8CH,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309,391,0
1WESTD,2019-02-22,1.0,AAM28JQN9RA1AN,MOTO XPR 5550E 136-174 25-45W,Transportation,Keith Johnson,30399.53,5/24/2002,Ottawa,825673.0,0.309,101,0
1WESTD,2016-12-16,1.0,T3000,MOTO MTR3000 BASE RADIO,Transportation,Keith Johnson,30399.53,5/24/2002,Ottawa,825673.0,0.309,11,0
1WESOS,2020-04-19,1.0,HKVN4099,MOTOTRBO CAP PLUS MULTI SITE,K12 Education,Keith Johnson,13132.75,11/01/1999,Ottawa,825673.0,0.309,12,0
1WESOS,2020-02-19,1.0,AC151U512-MOT-NA,MOTO VX-261-G6-5 UHF 403-470,K12 Education,Keith Johnson,13132.75,11/01/1999,Ottawa,825673.0,0.309,364,0
1WESOS,2019-09-06,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,K12 Education,Keith Johnson,13132.75,11/01/1999,Ottawa,825673.0,0.309,182,0
1WESOS,2018-12-11,16.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,K12 Education,Keith Johnson,13132.75,11/01/1999,Ottawa,825673.0,0.309,182,0
1WESOS,2016-11-11,4.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,K12 Education,Keith Johnson,13132.75,11/01/1999,Ottawa,825673.0,0.309,386,0
1WEEFD,2020-02-14,15.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,Fire & EMS,Tom Gillespie,4289.2,7/27/2007,Berrien,510290.0,0.29100000000000004,171,0
1WEEFD,2020-01-31,15.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,Fire & EMS,Tom Gillespie,4289.2,7/27/2007,Berrien,510290.0,0.29100000000000004,171,0
1WEDCH,2016-05-20,2.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,K12 Education,Skip Petrovich,2598.5,11/01/1999,Kent,1601574.0,0.42100000000000004,374,0
1WEDCH,2016-04-29,7.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,K12 Education,Skip Petrovich,2598.5,11/01/1999,Kent,1601574.0,0.42100000000000004,374,0
1WEDCH,2015-05-08,1.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,K12 Education,Skip Petrovich,2598.5,11/01/1999,Kent,1601574.0,0.42100000000000004,374,0
1WEBCH,2019-09-30,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Transportation,Pat McBride,14533.63,11/01/1999,Muskegon,281690.0,0.17600000000000002,21,0
1WEBCH,2016-03-31,2.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,Transportation,Pat McBride,14533.63,11/01/1999,Muskegon,281690.0,0.17600000000000002,112,0
1WEBCH,2015-11-13,10.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,Transportation,Pat McBride,14533.63,11/01/1999,Muskegon,281690.0,0.17600000000000002,112,0
1WEBCH,2015-08-31,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Transportation,Pat McBride,14533.63,11/01/1999,Muskegon,281690.0,0.17600000000000002,115,0
1WEBCH,2015-03-20,2.0,AAH65RDF9AA3,PR400  UHF 32 CH  1-4W,Transportation,Pat McBride,14533.63,11/01/1999,Muskegon,281690.0,0.17600000000000002,232,0
1WCBCH,2018-07-18,6.0,AAH88QCC9JA2AN,MOTO SL300 403-470 UHF 2 CH ND,Religious Institutions,Pat McBride,2719.3,6/14/2018,Kent,1601574.0,0.42100000000000004,312,0
1WAYFD,2018-12-06,27.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,Fire & EMS,Keith Johnson,2290.0,11/01/1999,Allegan,318656.0,0.149,553,0
1WAYAM,2018-08-31,10.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,Fire & EMS,Keith Johnson,830.98,11/01/1999,Allegan,318656.0,0.149,663,0
1WATPD,2019-07-31,1.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.29100000000000004,290,0
1WATPD,2019-03-22,1.0,CCSRN3,WHELEN CENCOM SAPPHIRE,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.29100000000000004,89,0
1WATPD,2017-01-31,1.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.29100000000000004,77,0
1WATPD,2016-04-22,2.0,LPS102,HAVIS POWER SUPPLY,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.29100000000000004,408,0
1WALSC,2017-08-25,4.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,K12 Education,Pat McBride,2697.5,11/01/1999,Oceana,52020.0,0.359,221,0
1WALFD,2018-12-20,7.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,Fire & EMS,Skip Petrovich,10082.73,11/01/1999,Kent,1601574.0,0.42100000000000004,553,0
1VANPT,2017-11-22,1.0,L30URS9PW1AN,MOTO APX7500  CONSOLETTE,Transportation,Tom Gillespie,36362.89,5/30/2003,Van Buren,165946.0,0.257,7,0
1VANFR,2016-12-22,1.0,RP56C11,PRO-GARD RECESSED PANEL,Government Services,Tom Gillespie,2314.19,9/11/2002,Van Buren,165946.0,0.257,536,0
1VANAI,2020-07-24,3.0,NNTN8127,"MOTO WIRELESS ACCY KIT, STD PR",Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,497,0
1VANAI,2020-04-19,11.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,87,0
1VANAI,2019-11-15,8.0,PMNN4493,MOTO BATT IMPRESS LIION HE,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,479,0
1VANAI,2017-04-21,2.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,21,0
1VANAI,2016-10-28,5.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,115,0
1VANAI,2016-01-29,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,115,0
1VANAI,2015-04-17,14.0,PMNN4077,IMPRESS Li-ION BATTERY,Healthcare,Skip Petrovich,25907.89,10/25/2004,Kent,1601574.0,0.42100000000000004,537,0
1VALTP,2019-07-26,3.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,182,0
1VALTP,2019-02-28,2.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,562,0
1VALTP,2019-02-22,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,182,0
1VALTP,2018-06-29,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,182,0
1VALTP,2018-05-18,6.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,182,0
1VALTP,2018-05-09,1.0,AAM02QPH9JA1AN,MOTO XPR 2500 403-470 MHZ,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,161,0
1VALTP,2018-03-09,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,182,0
1VALTP,2018-01-26,1.0,AAM02QPH9JA1AN,MOTO XPR 2500 403-470 MHZ,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,161,0
1VALTP,2016-12-29,2.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,Manufacturing,Skip Petrovich,27666.61,11/01/1999,Kent,1601574.0,0.42100000000000004,202,0
